age,job,marital,education,default,balance,housing_loan,personal_loan,contact,day,month,duration,campaign,pdays,previous,poutcome,LOAN_APPROVAL
21,retired,single,primary,0,116003,1,1,telephone,4,mar,93,15,135,3,success,1
19,technician,married,primary,0,33925,0,0,telephone,15,dec,816,14,250,1,unknown,1
23,technician,married,primary,0,115407,1,0,telephone,14,jun,92,4,296,6,unknown,1
71,services,single,tertiary,0,52368,1,1,cellular,21,jul,1572,17,247,7,unknown,1
59,retired,married,tertiary,0,124709,0,0,cellular,27,dec,1007,6,69,6,failure,1
21,student,divorced,tertiary,0,55157,1,1,cellular,2,jul,755,18,275,0,success,1
71,retired,single,tertiary,0,76224,1,1,telephone,3,jan,654,10,65,7,unknown,1
46,student,single,tertiary,0,33956,0,0,telephone,7,dec,1171,17,81,4,unknown,1
35,services,single,primary,0,20650,0,1,telephone,22,jul,1933,10,359,4,unknown,1
43,student,divorced,secondary,0,56699,0,0,telephone,15,jan,629,16,219,7,failure,0
61,retired,divorced,tertiary,0,145102,0,1,telephone,15,oct,1766,15,450,8,unknown,1
51,management,single,secondary,0,85303,1,0,cellular,5,jan,904,3,461,1,failure,1
27,admin,single,tertiary,0,148010,0,1,cellular,15,sep,158,5,54,2,unknown,1
53,management,married,primary,0,23806,0,1,telephone,15,nov,936,4,423,1,unknown,1
31,admin,divorced,secondary,0,53521,0,0,telephone,20,sep,1655,19,35,8,success,1
48,student,married,secondary,0,104897,0,1,cellular,29,feb,1756,8,378,3,success,1
65,services,divorced,primary,0,132110,0,0,cellular,13,jan,454,9,164,1,unknown,1
32,services,married,primary,0,65057,1,0,telephone,16,may,1771,18,107,4,failure,1
25,admin,single,primary,0,21177,0,0,telephone,4,sep,706,1,189,7,unknown,1
31,admin,married,primary,0,9812,0,0,telephone,7,aug,200,8,398,3,unknown,1
40,admin,divorced,primary,0,30001,1,0,cellular,29,jul,670,6,449,9,failure,1
74,admin,married,secondary,0,119298,0,1,telephone,1,may,986,12,15,3,failure,1
57,technician,divorced,primary,0,77786,0,0,telephone,23,aug,617,17,135,4,failure,1
38,retired,single,tertiary,0,9566,0,1,telephone,14,may,1535,14,176,3,failure,0
33,retired,single,tertiary,0,147179,0,0,telephone,21,sep,438,3,129,9,success,1
62,services,married,primary,1,87040,0,0,cellular,20,dec,497,2,12,7,unknown,1
35,technician,single,secondary,0,3963,0,0,cellular,8,nov,1952,13,493,5,unknown,0
64,admin,married,secondary,0,76128,1,1,telephone,23,oct,1598,8,11,1,failure,1
70,technician,married,secondary,0,100828,0,0,cellular,15,oct,1739,12,41,3,success,1
41,admin,single,secondary,0,73736,1,0,cellular,30,nov,1351,5,234,9,unknown,1
43,student,single,primary,1,86345,1,0,telephone,30,nov,1843,18,46,2,failure,0
42,retired,divorced,secondary,0,67001,1,0,telephone,20,feb,683,6,433,9,unknown,1
62,admin,divorced,tertiary,0,93415,1,0,telephone,14,dec,910,18,68,2,unknown,0
58,student,divorced,primary,0,122857,0,1,telephone,24,nov,552,19,360,2,unknown,1
46,retired,married,secondary,0,52167,1,1,cellular,30,oct,1313,6,135,3,failure,1
32,admin,single,tertiary,0,18811,1,0,telephone,30,jul,1144,15,17,9,success,1
62,student,single,primary,0,135004,0,1,cellular,18,apr,1630,7,476,2,unknown,1
18,services,single,secondary,0,45725,1,1,telephone,30,jan,259,10,487,6,failure,0
42,retired,single,tertiary,0,55860,1,0,telephone,27,feb,1956,18,369,9,success,1
24,student,divorced,tertiary,0,24898,1,1,telephone,5,jul,1363,8,212,4,success,0
26,services,married,primary,0,38617,1,0,telephone,7,mar,203,12,200,5,success,1
41,technician,married,secondary,0,84587,1,0,telephone,7,oct,1401,8,250,0,success,1
18,admin,single,secondary,0,45926,1,0,telephone,20,aug,1331,8,128,4,failure,1
61,technician,married,primary,0,56246,0,0,cellular,20,jun,1849,16,209,1,failure,1
25,admin,single,tertiary,0,107090,1,1,cellular,30,nov,1906,14,116,5,unknown,1
41,retired,married,secondary,0,23022,0,1,cellular,20,nov,1888,14,467,3,failure,1
28,admin,single,primary,0,105178,0,1,cellular,29,jan,545,1,150,6,failure,1
68,student,divorced,primary,0,132988,0,1,telephone,14,jan,744,13,458,0,unknown,0
34,management,single,secondary,0,18760,1,0,telephone,11,mar,1228,13,274,3,success,0
25,management,married,tertiary,0,133330,1,0,cellular,19,jul,292,4,133,9,success,1
52,management,single,tertiary,0,94200,1,0,telephone,28,feb,1746,12,468,2,failure,1
52,services,divorced,primary,0,119680,0,1,cellular,7,nov,1508,17,366,9,failure,0
50,management,married,secondary,0,95901,0,1,telephone,7,jun,1120,9,60,2,failure,1
22,admin,divorced,primary,0,81856,0,0,cellular,17,feb,682,15,318,2,failure,1
59,technician,divorced,secondary,0,107725,1,0,telephone,29,feb,1788,13,135,8,success,1
56,services,married,primary,0,81407,0,1,cellular,14,feb,1681,10,415,3,failure,0
58,retired,married,tertiary,0,144658,0,1,cellular,26,mar,1415,2,3,8,failure,1
45,services,married,primary,0,46175,1,0,telephone,25,jun,1725,8,466,9,failure,1
24,student,divorced,primary,0,114063,1,0,telephone,8,dec,371,11,457,4,failure,1
26,student,married,tertiary,0,52636,0,1,cellular,7,apr,1225,16,446,7,unknown,1
25,technician,single,tertiary,0,42564,1,1,telephone,24,dec,339,1,322,7,failure,0
29,management,single,primary,0,93698,1,1,telephone,6,feb,147,12,216,2,success,0
51,technician,single,secondary,0,94356,1,0,cellular,4,sep,620,15,183,9,failure,1
50,services,single,secondary,0,92135,0,0,cellular,3,oct,780,8,242,3,success,1
65,services,married,primary,0,123611,1,1,cellular,9,nov,121,2,219,7,success,0
72,services,single,primary,1,48028,1,0,telephone,14,aug,1635,8,95,9,success,0
40,technician,divorced,tertiary,0,39005,1,0,telephone,21,dec,1554,7,135,6,unknown,1
41,admin,divorced,tertiary,0,122404,0,0,cellular,26,sep,1210,18,284,2,failure,1
54,admin,divorced,secondary,1,121376,0,1,telephone,30,may,340,12,283,5,success,1
52,student,married,secondary,0,79497,1,0,telephone,16,oct,358,14,310,2,success,1
61,management,divorced,primary,0,113044,1,1,cellular,11,feb,631,2,178,7,success,1
57,student,single,tertiary,0,115862,1,0,cellular,25,oct,608,10,185,9,unknown,0
39,retired,divorced,tertiary,0,37045,1,0,telephone,8,apr,1110,2,28,4,failure,0
44,technician,married,primary,0,94809,1,0,cellular,20,jan,1974,11,246,9,failure,1
52,admin,single,secondary,1,124878,0,1,cellular,21,may,1094,9,207,6,unknown,1
18,management,divorced,primary,0,4327,0,0,cellular,1,sep,1324,2,288,6,failure,1
52,retired,single,primary,1,45141,0,1,cellular,9,jul,1611,13,301,1,failure,1
54,management,married,primary,0,13119,0,0,telephone,28,jun,1487,11,38,6,failure,1
64,management,married,tertiary,0,105850,0,1,cellular,8,jul,285,19,115,6,unknown,1
31,student,married,primary,0,14039,0,0,cellular,3,feb,386,8,189,1,unknown,1
20,student,married,secondary,0,13840,1,0,telephone,3,jan,1097,10,435,7,failure,0
18,retired,single,secondary,0,78599,0,0,cellular,28,jan,115,6,356,2,failure,1
22,services,divorced,primary,0,50503,1,0,telephone,9,may,350,14,375,6,success,0
43,admin,single,secondary,0,56199,1,0,telephone,30,aug,572,15,227,0,unknown,1
72,admin,married,primary,0,30164,0,1,telephone,1,aug,1917,1,214,1,success,1
31,retired,divorced,primary,0,54758,1,0,telephone,10,dec,1235,5,498,0,failure,1
56,admin,single,tertiary,0,17830,0,1,cellular,19,jul,764,8,230,4,success,0
44,technician,divorced,primary,0,89481,1,0,telephone,12,jun,1403,17,221,0,failure,0
26,technician,divorced,tertiary,0,149854,0,0,cellular,14,feb,428,3,124,2,success,1
32,technician,single,primary,0,124693,1,1,cellular,10,mar,203,5,107,9,success,0
32,retired,married,secondary,0,69822,0,0,cellular,3,mar,1362,7,367,0,failure,1
43,student,married,primary,1,103577,0,0,cellular,9,jul,320,9,19,3,unknown,1
59,management,divorced,tertiary,0,59072,1,1,telephone,1,oct,1778,5,238,9,success,1
30,management,married,tertiary,0,131922,1,1,telephone,3,feb,1092,10,168,3,success,1
68,services,single,primary,0,147932,1,0,telephone,13,jun,1762,17,144,7,success,1
49,services,single,primary,0,93212,0,0,telephone,6,jun,1528,17,115,1,unknown,1
56,technician,married,secondary,0,33398,0,1,cellular,22,apr,302,3,353,8,failure,0
66,technician,married,secondary,0,76389,1,1,cellular,26,sep,1961,11,92,1,failure,1
69,retired,married,primary,1,55076,1,1,telephone,14,dec,1869,7,486,2,success,0
49,technician,divorced,primary,0,1288,1,0,telephone,26,jan,1708,12,322,4,failure,0
21,technician,divorced,primary,0,69052,0,1,telephone,3,apr,1928,3,319,0,failure,1
47,technician,single,secondary,0,743,1,1,telephone,25,jun,1722,14,151,5,success,1
54,admin,single,primary,0,51411,0,0,cellular,12,aug,1858,11,210,7,failure,1
40,management,divorced,secondary,0,71058,0,0,telephone,26,dec,1837,17,37,2,failure,1
56,admin,single,tertiary,1,32659,1,1,cellular,22,jul,1192,9,110,3,success,0
62,student,divorced,secondary,0,1874,0,0,cellular,7,may,145,17,144,8,success,1
32,technician,divorced,tertiary,0,87840,0,0,telephone,14,jul,725,14,101,0,unknown,1
60,technician,divorced,primary,0,123540,0,1,telephone,4,may,39,13,200,4,unknown,1
46,admin,divorced,tertiary,0,433,1,0,telephone,12,apr,1145,14,427,0,unknown,1
53,admin,single,primary,0,56010,0,0,telephone,15,feb,769,9,443,3,unknown,1
30,retired,single,secondary,0,6848,0,1,cellular,26,aug,78,1,376,2,failure,0
49,retired,married,secondary,0,137013,0,0,telephone,20,jan,1956,17,392,9,failure,1
24,technician,divorced,secondary,0,21568,0,0,telephone,4,aug,406,16,129,7,failure,0
68,admin,divorced,primary,0,33573,0,1,cellular,21,feb,806,18,157,5,failure,0
39,student,married,tertiary,0,106870,0,0,cellular,21,jan,1240,6,363,3,failure,1
45,retired,married,tertiary,0,143111,1,1,telephone,11,jun,765,1,363,9,success,0
19,services,married,secondary,1,85587,1,1,telephone,13,sep,1385,10,0,4,unknown,1
59,admin,married,secondary,1,71447,0,1,cellular,11,mar,948,16,185,7,success,0
62,management,divorced,secondary,0,145589,0,1,cellular,11,feb,949,1,362,4,success,1
74,services,single,secondary,0,23003,0,1,telephone,24,feb,1194,17,403,1,unknown,1
70,services,single,primary,0,123185,0,0,telephone,28,aug,644,1,138,5,success,1
23,student,single,primary,0,53226,0,0,cellular,1,jul,566,18,423,8,failure,1
45,admin,married,primary,0,133565,0,0,cellular,19,jul,1430,16,282,9,unknown,1
45,student,divorced,secondary,0,96601,1,0,cellular,15,sep,1000,13,476,8,failure,1
61,technician,single,tertiary,0,49088,1,1,telephone,13,jun,235,8,420,3,success,0
61,management,divorced,secondary,0,51362,1,0,telephone,4,jul,1607,14,133,8,unknown,1
37,retired,divorced,primary,0,53903,0,1,telephone,12,jul,1595,4,465,5,success,0
47,student,single,primary,1,68897,0,0,cellular,15,mar,499,17,445,5,failure,0
28,retired,divorced,secondary,1,53237,1,0,cellular,4,apr,193,15,339,1,unknown,1
72,technician,married,secondary,0,94263,0,0,cellular,29,jul,69,1,352,9,failure,1
45,management,divorced,tertiary,0,56978,0,1,cellular,29,nov,1458,7,61,5,success,1
42,student,married,tertiary,0,134198,1,1,telephone,30,mar,258,11,342,0,unknown,0
56,management,divorced,tertiary,0,116905,0,0,telephone,23,apr,745,16,496,9,failure,1
50,services,single,primary,0,63802,1,1,telephone,18,jul,39,5,64,9,failure,0
18,services,married,primary,0,107644,0,1,cellular,16,may,1004,3,398,2,success,1
74,management,divorced,primary,0,69441,0,0,cellular,29,apr,831,3,125,3,success,1
44,student,divorced,primary,0,72114,1,1,cellular,24,feb,826,6,8,7,success,0
74,student,single,secondary,0,127721,1,1,cellular,11,mar,460,8,153,5,success,1
69,student,single,secondary,0,43876,1,1,telephone,29,jun,1263,3,272,6,success,1
30,admin,married,primary,0,109154,0,1,cellular,23,mar,1301,18,461,2,failure,0
58,student,divorced,tertiary,0,115875,1,1,cellular,14,oct,388,17,332,8,success,0
20,admin,divorced,tertiary,0,9552,1,1,telephone,14,apr,483,17,86,9,success,0
56,admin,divorced,tertiary,0,12858,0,0,telephone,17,may,1145,9,5,8,failure,1
23,management,single,primary,0,111442,0,0,telephone,24,aug,1543,13,311,7,unknown,1
25,retired,married,primary,0,66705,0,0,telephone,29,feb,322,14,10,3,success,0
44,admin,single,primary,0,43503,0,1,telephone,1,aug,93,9,418,4,unknown,0
26,retired,married,secondary,0,129916,1,0,telephone,17,aug,1434,18,156,7,failure,1
54,admin,single,primary,0,95547,1,1,cellular,14,sep,639,6,308,4,unknown,0
50,management,married,primary,0,123921,1,0,cellular,27,nov,1176,16,121,2,success,1
68,admin,divorced,primary,0,66685,0,0,cellular,10,oct,233,8,57,3,unknown,1
59,student,single,primary,0,88943,1,0,cellular,4,aug,1354,16,179,0,success,1
61,retired,divorced,tertiary,0,107806,1,1,cellular,25,aug,1307,12,231,9,failure,1
41,technician,divorced,primary,0,18953,1,0,cellular,27,nov,553,6,39,3,success,1
32,student,single,primary,0,7203,1,1,telephone,21,jun,1123,12,145,5,failure,0
71,retired,single,tertiary,0,45961,0,1,cellular,12,dec,1502,4,415,8,success,1
49,technician,married,secondary,0,48287,0,1,telephone,13,apr,132,7,8,0,failure,0
49,student,divorced,tertiary,0,38753,0,1,cellular,24,apr,1554,9,97,0,success,1
41,retired,single,tertiary,0,100779,1,0,cellular,8,jun,1569,7,485,4,success,1
58,student,single,tertiary,0,105911,1,1,telephone,23,nov,1346,14,168,5,failure,1
69,student,single,tertiary,0,21993,0,0,telephone,4,jan,568,16,172,7,failure,1
66,admin,divorced,tertiary,0,133179,1,1,cellular,22,apr,1237,15,283,6,unknown,1
66,admin,single,primary,0,70916,0,0,telephone,28,mar,1605,6,383,3,unknown,1
69,retired,single,secondary,0,65827,0,1,telephone,1,apr,104,2,4,0,success,1
29,admin,married,tertiary,0,40181,0,0,telephone,2,aug,1664,12,17,9,success,1
56,admin,married,secondary,1,24921,1,1,cellular,10,mar,1762,1,317,0,failure,0
19,management,divorced,primary,0,74088,1,0,cellular,23,dec,52,15,43,3,failure,0
20,services,divorced,tertiary,0,2219,1,1,cellular,11,nov,495,4,315,4,failure,0
66,services,single,tertiary,0,84097,1,1,telephone,26,aug,1937,12,175,8,success,1
54,student,single,secondary,0,55608,0,0,cellular,7,feb,791,7,98,8,success,0
66,retired,divorced,primary,0,137666,1,0,cellular,3,sep,435,14,159,0,unknown,1
73,services,divorced,primary,0,20050,1,1,cellular,2,jul,764,8,5,8,failure,1
34,technician,married,primary,0,140722,0,0,cellular,4,dec,326,1,139,4,unknown,1
66,retired,single,primary,0,117132,0,1,telephone,19,aug,1132,2,67,4,failure,1
19,retired,single,tertiary,0,112959,0,1,telephone,25,may,997,7,45,2,unknown,1
19,technician,married,secondary,0,75124,0,1,telephone,5,feb,1063,11,167,8,failure,1
45,services,single,secondary,0,26666,1,1,cellular,18,dec,216,3,59,1,success,1
71,technician,married,secondary,0,140660,1,0,cellular,7,jan,1866,4,185,5,failure,1
40,admin,married,primary,1,80326,0,0,cellular,25,feb,1953,13,114,5,success,1
54,retired,divorced,primary,1,6537,0,0,telephone,25,jun,58,14,25,8,unknown,0
49,management,divorced,secondary,0,148952,0,1,telephone,22,feb,1532,19,236,4,success,1
50,technician,divorced,tertiary,0,2507,0,1,telephone,11,oct,62,7,5,2,failure,1
18,retired,divorced,tertiary,0,80167,1,0,telephone,17,oct,1152,11,70,2,unknown,1
36,student,married,tertiary,1,96579,0,1,telephone,3,jul,1348,4,241,7,success,0
19,student,divorced,secondary,1,72700,1,1,cellular,26,jul,308,6,467,7,failure,0
70,retired,single,secondary,0,37914,1,1,telephone,13,mar,105,4,115,9,failure,0
61,technician,divorced,tertiary,0,115108,1,0,telephone,8,feb,1782,6,464,8,failure,1
43,management,single,primary,0,15900,0,0,cellular,10,mar,1684,2,479,3,success,1
49,retired,single,secondary,0,129148,0,1,cellular,14,dec,1322,19,387,3,unknown,1
23,admin,married,primary,0,77409,0,0,cellular,6,sep,898,15,411,2,success,1
49,admin,married,primary,0,51062,1,0,cellular,18,jan,210,8,296,5,success,0
72,admin,divorced,primary,0,14036,0,0,telephone,22,jul,1539,4,214,0,failure,1
21,management,divorced,tertiary,0,108534,1,1,telephone,15,apr,1954,8,278,0,success,1
72,services,single,tertiary,1,1553,0,0,telephone,3,dec,1432,19,230,6,success,1
28,admin,divorced,secondary,0,28745,0,1,cellular,18,apr,855,14,417,4,unknown,0
73,technician,single,primary,0,126553,0,0,cellular,10,jul,1709,13,209,6,failure,1
34,services,married,secondary,0,22767,1,1,telephone,12,may,315,17,6,5,failure,0
55,technician,single,primary,0,45250,1,0,cellular,14,feb,348,5,441,3,unknown,0
41,management,divorced,tertiary,0,135733,1,0,cellular,6,nov,433,5,58,0,unknown,1
22,admin,single,secondary,0,35681,1,0,telephone,22,nov,1367,8,188,1,success,1
69,retired,married,tertiary,0,93249,0,1,telephone,21,feb,554,11,318,6,failure,0
51,admin,single,primary,0,25447,0,0,cellular,26,oct,928,8,110,1,success,1
23,management,divorced,tertiary,0,69974,1,1,cellular,18,jan,1600,13,14,3,success,0
39,admin,married,secondary,0,51432,1,0,cellular,29,may,1474,9,482,5,failure,1
28,admin,married,secondary,0,50703,1,0,telephone,1,dec,390,8,37,3,failure,0
65,admin,divorced,secondary,0,22497,1,0,cellular,19,jun,1567,11,293,7,success,1
33,management,divorced,tertiary,0,46497,0,0,cellular,2,jun,1929,17,164,6,success,0
50,admin,divorced,secondary,1,22330,0,1,telephone,19,oct,1008,3,73,4,unknown,0
26,student,divorced,tertiary,1,24614,0,1,cellular,30,dec,1941,7,219,2,success,1
23,retired,single,tertiary,0,49386,0,1,telephone,13,apr,181,16,210,5,success,1
33,retired,married,primary,0,133489,0,0,telephone,2,may,614,12,59,6,unknown,1
46,services,single,primary,0,100487,1,1,cellular,11,aug,1139,11,420,7,success,1
20,services,single,secondary,0,-1070,1,1,cellular,30,jul,1652,5,38,7,failure,0
37,services,divorced,tertiary,0,23587,1,0,telephone,30,jan,1435,15,429,5,unknown,0
53,services,divorced,secondary,0,134269,0,0,cellular,27,nov,820,7,370,7,failure,0
36,retired,single,tertiary,0,138575,1,1,telephone,19,sep,1499,13,255,9,unknown,1
43,services,single,tertiary,1,41623,1,1,telephone,27,nov,1533,16,277,8,failure,1
20,technician,divorced,tertiary,0,36898,0,1,cellular,28,mar,1262,17,310,0,unknown,1
36,student,married,secondary,0,122588,1,0,cellular,25,nov,332,16,368,9,failure,1
37,management,single,tertiary,0,47720,1,1,telephone,22,oct,597,4,68,7,failure,1
49,student,married,primary,0,68543,1,0,cellular,16,jul,1705,15,479,2,success,1
24,management,married,primary,1,106079,1,0,cellular,20,jun,1104,19,206,3,success,0
69,retired,married,secondary,0,20445,1,1,cellular,15,aug,1633,12,225,8,failure,1
58,management,single,secondary,0,65952,0,1,cellular,6,aug,1350,7,393,5,unknown,1
50,management,married,tertiary,0,91344,0,0,telephone,24,aug,462,15,73,6,failure,1
57,admin,divorced,tertiary,0,74254,1,0,telephone,23,oct,926,17,496,0,unknown,1
56,services,single,secondary,0,9047,1,0,telephone,22,aug,1672,9,44,0,unknown,1
35,services,married,secondary,0,36815,1,1,telephone,29,nov,999,19,128,7,failure,0
57,admin,single,secondary,0,28446,0,1,cellular,3,jan,760,2,24,8,unknown,1
18,retired,divorced,primary,0,28124,0,0,telephone,24,sep,253,5,97,6,success,1
28,technician,single,primary,0,93791,0,1,telephone,10,apr,1641,1,190,0,failure,1
45,retired,divorced,secondary,0,53534,0,1,telephone,20,feb,582,14,390,7,success,1
74,technician,single,primary,0,102259,1,1,cellular,4,nov,242,14,407,9,success,0
42,technician,single,secondary,0,22050,0,1,cellular,21,may,922,2,291,8,failure,0
67,admin,single,tertiary,0,144235,1,0,cellular,5,jul,1267,10,271,7,failure,1
40,retired,divorced,tertiary,0,96057,0,0,telephone,5,nov,72,1,435,1,success,1
48,services,single,secondary,0,99868,1,0,cellular,17,may,1791,13,128,4,unknown,1
47,student,married,primary,0,107966,1,1,cellular,2,oct,1471,14,139,5,success,0
59,retired,single,secondary,0,48469,1,0,telephone,8,jan,1948,13,36,3,failure,1
52,retired,single,secondary,0,115223,0,1,cellular,23,oct,1675,14,96,6,unknown,1
24,student,single,tertiary,0,45505,0,1,telephone,3,nov,1035,6,231,3,success,0
33,technician,divorced,secondary,0,138424,1,1,telephone,28,may,1035,18,465,0,success,0
43,technician,married,tertiary,0,25434,0,1,telephone,1,sep,1229,1,384,0,failure,1
65,services,married,secondary,0,29506,1,0,telephone,19,may,732,16,188,3,unknown,0
74,student,single,tertiary,0,61430,1,1,cellular,5,apr,226,3,210,3,success,1
69,student,married,primary,0,65640,1,0,telephone,21,jun,1193,1,40,3,unknown,1
66,services,married,secondary,0,53245,0,0,telephone,22,sep,538,9,455,6,success,1
19,student,single,secondary,1,73927,0,0,telephone,24,dec,242,2,230,8,unknown,0
18,technician,married,tertiary,0,111674,1,1,telephone,7,jun,451,19,261,6,failure,0
65,retired,divorced,secondary,0,108202,1,0,cellular,3,dec,1914,2,134,1,unknown,1
29,technician,married,tertiary,0,109598,0,0,cellular,17,dec,1930,4,382,4,failure,0
22,management,single,secondary,0,54755,1,0,telephone,26,feb,992,13,394,4,failure,0
54,management,single,secondary,0,100408,0,0,telephone,27,dec,800,14,404,8,success,1
